	Queries	FastAnswerID	Paragraph	TrueParagraph	Module	ParentId	MouseClass	MouseConfidence	ExpertEvaluetion
109	оформление отпуска без содержании	10902	На основании заявления сотрудника оформите приказ о предоставлении отпуска за свой счет. Какой бланк приказа использовать, следует из части 4 статьи 9 Закона от 06.12.2011 № 402-ФЗ и подтверждает письмо Роструда от 14.02.2013 № ПГ/1487-6-1.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132	1	0.825140714645386	0
110	оформление отпуска без содержании	10902	Работодатель вправе по собственному выбору: — использовать унифицированные формы документов, если это утверждено руководителем организации в приказе по учетной политике; — применять самостоятельно разработанные формы, утвержденные руководителем (при условии, что в них содержатся все необходимые реквизиты, предусмотренные ч. 2 ст. 9 Закона от 06.12.2011 № 402-ФЗ).	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132	0	0.994810461997986	0
111	оформление отпуска без содержании	10902	Унифицированная форма приказа о предоставлении отпуска по форме № Т-6 утверждена постановлением Госкомстата от 05.01.2004 № 1.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132	0	0.969976186752319	0
112	оформление отпуска без содержании	10902	Если предоставляете сотруднику отпуск без сохранения зарплаты на длительный срок (несколько месяцев или лет), оформите один приказ. Независимо от продолжительности отпуска правила его оформления едины. Сотрудник пишет заявление, а работодатель издает приказ. Об этом — в статье 128 ТК.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132	1	0.842444837093353	0
113	оформление отпуска без содержании	10902	Важно: сотрудник в заявлении должен писать конкретный срок, на который он просит отпуск. Нельзя оформить заявление без даты окончания отдыха за свой счет. Если нужно, по окончании отпуска можно оформить еще один отдых без содержания.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132	1	0.938976466655731	0
114	оформление отпуска без содержании	10902	Приказы на отпуск за свой счет храните: — не менее 75 лет — если они изданы до 2003 года; — не менее 50 лет — если они изданы после 2003 года.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132	0	0.959377408027649	0
115	оформление отпуска без содержании	10902	Подробнее об этом смотрите Сколько лет хранить документы по личному составу в кадровой службе.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132	0	0.982192873954773	0
116	оформление отпуска без содержании	10902	Хранить ли приказы в личном деле или в отдельной папке, работодатель решает самостоятельно. Обязанность вести личные дела предусмотрена только в отношении государственных гражданских и муниципальных служащих, а также военнослужащих (ст. 30 Закона от 02.03.2007 № 25-ФЗ, ст. 42 Закона от 27.07.2004 № 79-ФЗ, ст. 2 Закона от 28.03.1998 № 53-ФЗ). Обычные коммерческие организации вправе определить порядок хранения кадровых документов самостоятельно.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132	0	0.994868993759155	0
117	оформление отпуска без содержании	10902	Отпуск без сохранения зарплаты, который работодатель обязан предоставить, отразите в унифицированной форме табеля учета рабочего времени Т-12 буквенным кодом «ОЗ» (цифровой код «17»). Если отпуск предоставляете по соглашению сторон, то укажите буквенный код «ДО» (цифровой код «16»). Все условные обозначения посмотрите в справочнике.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132	0	0.933593153953552	0
118	оформление отпуска без содержании	10902	Работодатель вправе использовать свою форму табеля учета рабочего времени. Если применяете самостоятельно разработанную форму табеля, то укажите утвержденные работодателем буквенные коды, которые обозначают отпуск без сохранения зарплаты. Это следует из постановления Госкомстата от 05.01.2004 № 1, части 4 статьи 9 Закона от 06.12.2011 № 402-ФЗ и подтверждает письмо Роструда от 14.02.2013 № ПГ/1487-6-1.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132	0	0.992715656757355	0
119	оформление отпуска без содержании	10902	Отпуск без сохранения зарплаты отмечайте в табеле кодом «А» – неявки с разрешения администрации. Такой код есть в Методических указаниях, утвержденных приказом Минфина от 30.03.2015 № 52н. Используйте его независимо от того, обязан работодатель предоставить отпуск или предоставляете отпуск по соглашению сторон.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132	0	0.924371659755707	0
120	компенсация при увольнении отпуск за свой счет	10904	При расчете отпускных и среднего заработка за время командировки в расчетный период не включайте все дни отпуска без сохранения зарплаты (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922, письмо Государственной инспекции труда в г. Москве от 04.06.2020 № 77/10-20669-ОБ/18-1299). Также исключите отпуск за свой счет из расчетного периода при определении компенсации за неиспользованный отпуск в связи с увольнением (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922).	При расчете отпускных и среднего заработка за время командировки в расчетный период не включайте все дни отпуска без сохранения зарплаты (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922, письмо Государственной инспекции труда в г. Москве от 04.06.2020 № 77/10-20669-ОБ/18-1299). Также исключите отпуск за свой счет из расчетного периода при определении компенсации за неиспользованный отпуск в связи с увольнением (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922).	86	325015	1	0.821984708309174	1
121	компенсация при увольнении отпуск за свой счет	10904	При расчете больничных, пособий по беременности и родам и по уходу за ребенком до 1,5 лет отпуск за свой счет из расчетного периода не исключайте. Это следует из части 3.1 статьи 14, статьи 16 Закона от 29.12.2006 № 255-ФЗ и пункта 2 Правил, утвержденных приказом Минтруда от 09.09.2020 № 585н.	При расчете отпускных и среднего заработка за время командировки в расчетный период не включайте все дни отпуска без сохранения зарплаты (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922, письмо Государственной инспекции труда в г. Москве от 04.06.2020 № 77/10-20669-ОБ/18-1299). Также исключите отпуск за свой счет из расчетного периода при определении компенсации за неиспользованный отпуск в связи с увольнением (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922).	86	325015	0	0.994214236736298	0
122	расчет дней отпускных с учетом отпуска без сохранения зарплаты	10904	При расчете отпускных и среднего заработка за время командировки в расчетный период не включайте все дни отпуска без сохранения зарплаты (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922, письмо Государственной инспекции труда в г. Москве от 04.06.2020 № 77/10-20669-ОБ/18-1299). Также исключите отпуск за свой счет из расчетного периода при определении компенсации за неиспользованный отпуск в связи с увольнением (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922).	При расчете отпускных и среднего заработка за время командировки в расчетный период не включайте все дни отпуска без сохранения зарплаты (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922, письмо Государственной инспекции труда в г. Москве от 04.06.2020 № 77/10-20669-ОБ/18-1299). Также исключите отпуск за свой счет из расчетного периода при определении компенсации за неиспользованный отпуск в связи с увольнением (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922).	86	325015	1	0.885874509811401	1
123	расчет дней отпускных с учетом отпуска без сохранения зарплаты	10904	При расчете больничных, пособий по беременности и родам и по уходу за ребенком до 1,5 лет отпуск за свой счет из расчетного периода не исключайте. Это следует из части 3.1 статьи 14, статьи 16 Закона от 29.12.2006 № 255-ФЗ и пункта 2 Правил, утвержденных приказом Минтруда от 09.09.2020 № 585н.	При расчете отпускных и среднего заработка за время командировки в расчетный период не включайте все дни отпуска без сохранения зарплаты (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922, письмо Государственной инспекции труда в г. Москве от 04.06.2020 № 77/10-20669-ОБ/18-1299). Также исключите отпуск за свой счет из расчетного периода при определении компенсации за неиспользованный отпуск в связи с увольнением (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922).	86	325015	0	0.977408766746521	0
124	калькулятор расчета компенсации при увольнении и отпуске за свой счет	10904	При расчете отпускных и среднего заработка за время командировки в расчетный период не включайте все дни отпуска без сохранения зарплаты (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922, письмо Государственной инспекции труда в г. Москве от 04.06.2020 № 77/10-20669-ОБ/18-1299). Также исключите отпуск за свой счет из расчетного периода при определении компенсации за неиспользованный отпуск в связи с увольнением (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922).	При расчете отпускных и среднего заработка за время командировки в расчетный период не включайте все дни отпуска без сохранения зарплаты (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922, письмо Государственной инспекции труда в г. Москве от 04.06.2020 № 77/10-20669-ОБ/18-1299). Также исключите отпуск за свой счет из расчетного периода при определении компенсации за неиспользованный отпуск в связи с увольнением (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922).	86	325015	1	0.759647607803345	1
125	калькулятор расчета компенсации при увольнении и отпуске за свой счет	10904	При расчете больничных, пособий по беременности и родам и по уходу за ребенком до 1,5 лет отпуск за свой счет из расчетного периода не исключайте. Это следует из части 3.1 статьи 14, статьи 16 Закона от 29.12.2006 № 255-ФЗ и пункта 2 Правил, утвержденных приказом Минтруда от 09.09.2020 № 585н.	При расчете отпускных и среднего заработка за время командировки в расчетный период не включайте все дни отпуска без сохранения зарплаты (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922, письмо Государственной инспекции труда в г. Москве от 04.06.2020 № 77/10-20669-ОБ/18-1299). Также исключите отпуск за свой счет из расчетного периода при определении компенсации за неиспользованный отпуск в связи с увольнением (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922).	86	325015	0	0.993554353713989	0
126	заявление на отпуск без сохранения з.п	10907	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	86	292406	1	0.971298158168793	1
127	заявление на отпуск без сохранения з.п	10907	Но чтобы подтвердить право на обязательный отпуск за свой счет, рекомендуем приложить к заявлению копии подтверждающих документов. Это поможет снизить риски злоупотреблений, а также споров с сотрудником и трудовой инспекцией о правомерности отпуска. В коллективном договоре или локальном нормативном акте работодатель вправе установить перечень таких документов.	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	86	292406	1	0.960689246654511	0
128	заявление на отпуск без сохранения з.п	10907	Например, в случае смерти близкого родственника подтвердить факт смерти может копия свидетельства о смерти родственника. Подтвердить факт родства можно копиями свидетельств о рождении, заключении брака, об усыновлении (удочерении), судебных решений об усыновлении (удочерении), справок, выданных органом ЗАГС или иным учреждением, располагающим соответствующими архивами, и прочими.	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	86	292406	0	0.994515597820282	0
129	заявление на административный отпуск без сохранения зарплаты	10907	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	86	292406	1	0.972953975200653	1
130	заявление на административный отпуск без сохранения зарплаты	10907	Но чтобы подтвердить право на обязательный отпуск за свой счет, рекомендуем приложить к заявлению копии подтверждающих документов. Это поможет снизить риски злоупотреблений, а также споров с сотрудником и трудовой инспекцией о правомерности отпуска. В коллективном договоре или локальном нормативном акте работодатель вправе установить перечень таких документов.	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	86	292406	1	0.940876066684723	0
131	заявление на административный отпуск без сохранения зарплаты	10907	Например, в случае смерти близкого родственника подтвердить факт смерти может копия свидетельства о смерти родственника. Подтвердить факт родства можно копиями свидетельств о рождении, заключении брака, об усыновлении (удочерении), судебных решений об усыновлении (удочерении), справок, выданных органом ЗАГС или иным учреждением, располагающим соответствующими архивами, и прочими.	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	86	292406	0	0.994785130023956	0
132	образец заявления на отпуск без сохранения зп	10907	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	86	292406	1	0.972348153591156	1
133	образец заявления на отпуск без сохранения зп	10907	Но чтобы подтвердить право на обязательный отпуск за свой счет, рекомендуем приложить к заявлению копии подтверждающих документов. Это поможет снизить риски злоупотреблений, а также споров с сотрудником и трудовой инспекцией о правомерности отпуска. В коллективном договоре или локальном нормативном акте работодатель вправе установить перечень таких документов.	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	86	292406	1	0.953791320323944	0
134	образец заявления на отпуск без сохранения зп	10907	Например, в случае смерти близкого родственника подтвердить факт смерти может копия свидетельства о смерти родственника. Подтвердить факт родства можно копиями свидетельств о рождении, заключении брака, об усыновлении (удочерении), судебных решений об усыновлении (удочерении), справок, выданных органом ЗАГС или иным учреждением, располагающим соответствующими архивами, и прочими.	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	86	292406	0	0.994292497634888	0
135	опись для больничного	16155	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947	1	0.90016895532608	1
136	опись для больничного	16155	Унифицированный бланк описи не предусмотрен для ситуаций, когда страхователь направляет в фонд: уведомление о прекращении права застрахованного лица на получение ежемесячного пособия по уходу за ребенком; документы для возмещения расходов на оплату дополнительных оплачиваемых выходных дней для ухода за детьми-инвалидами; документы для возмещения пособия на погребение.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947	1	0.730170547962189	0
137	опись для больничного	16155	Однако в названных ситуациях вы можете оформить сопроводительное письмо. Этот документ поможет зафиксировать факт передачи документов, их состав и количество.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947	0	0.994924664497376	0
138	опись для больничного	16155	В описи укажите фамилию, имя, отчество (при наличии) и СНИЛС заявителя. Впишите код, который поясняет, за какой выплатой обратился человек: «1» – пособие по временной нетрудоспособности; «2» – пособие по беременности и родам; «3» – единовременное пособие женщинам, вставшим на учет в медицинских организациях в ранние сроки беременности; «4» – единовременное пособие при рождении ребенка; «5» – ежемесячное пособие по уходу за ребенком; «6» – пособие по временной нетрудоспособности в связи с несчастным случаем на производстве и профессиональным заболеванием; «9» – отпуск застрахованного лица (сверх ежегодного оплачиваемого отпуска, установленного законодательством Российской Федерации) на весь период лечения и проезда к месту лечения и обратно.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947	0	0.489146709442139	0
139	опись для больничного	16155	Напишите краткое наименование документов (сведений), которые прилагаете к описи. Например, сведения о застрахованном лице, справка о заработке с предыдущих мест работы. Укажите количество листов документов, которые прилагаете к описи. Оформите два экземпляра описи. Один вы оставите в фонде, второй с отметкой фонда – у себя.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947	0	0.991861343383789	0
140	опись больничного	16155	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947	1	0.875301241874695	1
141	опись больничного	16155	Унифицированный бланк описи не предусмотрен для ситуаций, когда страхователь направляет в фонд: уведомление о прекращении права застрахованного лица на получение ежемесячного пособия по уходу за ребенком; документы для возмещения расходов на оплату дополнительных оплачиваемых выходных дней для ухода за детьми-инвалидами; документы для возмещения пособия на погребение.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947	1	0.710307955741882	0
142	опись больничного	16155	Однако в названных ситуациях вы можете оформить сопроводительное письмо. Этот документ поможет зафиксировать факт передачи документов, их состав и количество.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947	0	0.994881629943848	0
143	опись больничного	16155	В описи укажите фамилию, имя, отчество (при наличии) и СНИЛС заявителя. Впишите код, который поясняет, за какой выплатой обратился человек: «1» – пособие по временной нетрудоспособности; «2» – пособие по беременности и родам; «3» – единовременное пособие женщинам, вставшим на учет в медицинских организациях в ранние сроки беременности; «4» – единовременное пособие при рождении ребенка; «5» – ежемесячное пособие по уходу за ребенком; «6» – пособие по временной нетрудоспособности в связи с несчастным случаем на производстве и профессиональным заболеванием; «9» – отпуск застрахованного лица (сверх ежегодного оплачиваемого отпуска, установленного законодательством Российской Федерации) на весь период лечения и проезда к месту лечения и обратно.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947	0	0.949876129627228	0
