FastAnswerID	Paragraph	TrueParagraph	Module	ParentId
15474	При заболевании сотрудника фонд начисляет пособие начиная с четвертого дня болезни. Первые три дня нетрудоспособности работодатель оплачивает за счет собственных средств (ст. 6 Закона от 29.12.2020 № 478-ФЗ, п. 8 положения, утв. постановлением Правительства от 30.12.2020 № 2375).	Пособие по временной нетрудоспособности, выплачиваемое как за счет работодателя, так и за счет ФСС, облагается НДФЛ по ставке 13 процентов (п. 1 ст. 217, п. 1 ст. 224 НК). НДФЛ со своей части пособия ФСС удержит самостоятельно, так как будет являться налоговым агентом (п. 1 ст. 226 НК).	86	284821
15474	Пособие по временной нетрудоспособности, выплачиваемое как за счет работодателя, так и за счет ФСС, облагается НДФЛ по ставке 13 процентов (п. 1 ст. 217, п. 1 ст. 224 НК). НДФЛ со своей части пособия ФСС удержит самостоятельно, так как будет являться налоговым агентом (п. 1 ст. 226 НК).	Пособие по временной нетрудоспособности, выплачиваемое как за счет работодателя, так и за счет ФСС, облагается НДФЛ по ставке 13 процентов (п. 1 ст. 217, п. 1 ст. 224 НК). НДФЛ со своей части пособия ФСС удержит самостоятельно, так как будет являться налоговым агентом (п. 1 ст. 226 НК).	86	284821
15986	Больничный не повлияет на отражение отпускных в расчете, если все события произошли в одном месяце. Отпускные отразите в периоде, когда их изначально выплатили. Если вы продлили сотруднику отпуск в этом же месяце, заново считать отпускные за дни болезни не нужно. Средний заработок для расчета отпускных не изменится, и сумма отпускных будет та же.	Больничный не повлияет на отражение отпускных в расчете, если все события произошли в одном месяце. Отпускные отразите в периоде, когда их изначально выплатили. Если вы продлили сотруднику отпуск в этом же месяце, заново считать отпускные за дни болезни не нужно. Средний заработок для расчета отпускных не изменится, и сумма отпускных будет та же.	86	296337
15986	Если же часть отпуска сотрудник перенесет на другой месяц, отпускные придется пересчитать. В разделах 1 и 2 отразите отпускные и налог с учетом пересчета. Сумму НДФЛ, которую вернули сотруднику, покажите в поле 190.	Больничный не повлияет на отражение отпускных в расчете, если все события произошли в одном месяце. Отпускные отразите в периоде, когда их изначально выплатили. Если вы продлили сотруднику отпуск в этом же месяце, заново считать отпускные за дни болезни не нужно. Средний заработок для расчета отпускных не изменится, и сумма отпускных будет та же.	86	296337
15986	Когда сотрудник заболевает во время отпуска, больничный оплачивают в общем порядке.	Больничный не повлияет на отражение отпускных в расчете, если все события произошли в одном месяце. Отпускные отразите в периоде, когда их изначально выплатили. Если вы продлили сотруднику отпуск в этом же месяце, заново считать отпускные за дни болезни не нужно. Средний заработок для расчета отпускных не изменится, и сумма отпускных будет та же.	86	296337
15986	Сам отпуск надо продлить или перенести неиспользованные дни. Смотрите перечень случаев, когда ежегодный отпуск надо перенести или продлить.	Больничный не повлияет на отражение отпускных в расчете, если все события произошли в одном месяце. Отпускные отразите в периоде, когда их изначально выплатили. Если вы продлили сотруднику отпуск в этом же месяце, заново считать отпускные за дни болезни не нужно. Средний заработок для расчета отпускных не изменится, и сумма отпускных будет та же.	86	296337
16081	Больничное пособие отражайте в 6-НДФЛ в том же порядке, что и отпускные. Напомним, с 1 января 2021 года работодатель начисляет и выплачивает пособие только за первые три дня больничного. Как рассчитать и удержать НДФЛ при выплате пособия – в рекомендации.	В расчете 6-НДФЛ отражают только выплаченное пособие по временной нетрудоспособности. Начисленные, но невыплаченные пособия в расчете не показывайте. Применяйте указанный порядок ко всем больничным пособиям, в том числе выплаченным в связи с несчастным случаем на производстве или профзаболеванием, по уходу за заболевшим ребенком.	86	300033
16081	В расчете 6-НДФЛ отражают только выплаченное пособие по временной нетрудоспособности. Начисленные, но невыплаченные пособия в расчете не показывайте. Применяйте указанный порядок ко всем больничным пособиям, в том числе выплаченным в связи с несчастным случаем на производстве или профзаболеванием, по уходу за заболевшим ребенком.	В расчете 6-НДФЛ отражают только выплаченное пособие по временной нетрудоспособности. Начисленные, но невыплаченные пособия в расчете не показывайте. Применяйте указанный порядок ко всем больничным пособиям, в том числе выплаченным в связи с несчастным случаем на производстве или профзаболеванием, по уходу за заболевшим ребенком.	86	300033
16081	Пособие и НДФЛ с него включите в разделы 1 и 2 в периоде выплаты. В поле 021 укажите последний день месяца, в котором пособие выплатили. Если в течение месяца пособия выплачивали несколько раз, то все суммы НДФЛ с этих пособий включите в одно поле 022. В разделе 2 сумму пособия включите в поля 110 и 112, а исчисленный и удержанный НДФЛ – в поля 140 и 160. Больничный также отразите в справке о доходах к 6-НДФЛ (замена 2-НДФЛ).	В расчете 6-НДФЛ отражают только выплаченное пособие по временной нетрудоспособности. Начисленные, но невыплаченные пособия в расчете не показывайте. Применяйте указанный порядок ко всем больничным пособиям, в том числе выплаченным в связи с несчастным случаем на производстве или профзаболеванием, по уходу за заболевшим ребенком.	86	300033
16088	В течение 30 дней после увольнения сотрудник может принести бывшему работодателю больничный лист. Выплаты по больничному листу после увольнения облагают НДФЛ в общем порядке. Причина увольнения не имеет значения (п. 2 ст. 5 Закона от 29.12.2006 № 255-ФЗ).	В течение 30 дней после увольнения сотрудник может принести бывшему работодателю больничный лист. Выплаты по больничному листу после увольнения облагают НДФЛ в общем порядке. Причина увольнения не имеет значения (п. 2 ст. 5 Закона от 29.12.2006 № 255-ФЗ).	86	284820
16088	Со всей суммы больничного пособия удерживают НДФЛ по ставке 13 процентов при фактической выплате. За первые три дня болезни выплачивает пособие и удерживает НДФЛ работодатель, начиная с четвертого – ФСС (п. 1 ст. 217, подп. 1 п. 1 ст. 223, п. 1 ст. 224, п. 1, 4 ст. 226 НК). Срок уплаты НДФЛ с больничного при увольнении сотрудника – не позднее последнего числа месяца, в котором выплачено пособие по временной нетрудоспособности. Особенностей при перечислении налога в связи с увольнением сотрудника нет (п. 6 ст. 226 НК, письмо Минфина от 11.06.2019 № 21-08-11/42596). Днем получения дохода бывшего сотрудника будет день выплаты больничного (подп. 1 п. 1 ст. 223, п. 1, 4 ст. 226 НК).	В течение 30 дней после увольнения сотрудник может принести бывшему работодателю больничный лист. Выплаты по больничному листу после увольнения облагают НДФЛ в общем порядке. Причина увольнения не имеет значения (п. 2 ст. 5 Закона от 29.12.2006 № 255-ФЗ).	86	284820
16121	Пособие по временной нетрудоспособности, как и зарплата, – это объект налогообложения, который формирует налоговую базу по НДФЛ (подп. 6 п. 1 ст. 208, п. 1 ст. 209, п. 1 ст. 210, п. 1 ст. 217 НК). Работодатель признается налоговым агентом и обязан исчислить, удержать из доходов и перечислить НДФЛ с сумм, которые выплачивает сотрудникам (п. 1, 4 ст. 226 НК).	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	НДФЛ удерживают по ставке 13 процентов со всей суммы больничного пособия (п. 1 ст. 217, п. 1 ст. 224 НК). Налог удерживают независимо от того, в связи с каким страховым случаем назначили пособие, даже в связи с несчастным случаем на производстве или профзаболеванием (письма Минфина от 16.04.2019 № 03-04-05/27097, от 29.04.2013 № 03-04-05/14992). Исключение – пособие по беременности и родам, оно освобождено от НДФЛ (п. 1 ст. 217 НК).	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	Налоговую базу для НДФЛ рассчитывают нарастающим итогом ежемесячно (п. 2, 3 ст. 226 НК). Как налоговому агенту рассчитать НДФЛ по ставке 13 процентов – в рекомендации.	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	Пособие по беременности и родам не облагается НДФЛ (п. 1 ст. 217 НК). Пособие выплачивают на основании листка нетрудоспособности и заявления (п. 5 ст. 13 Закона от 29.12.2006 № 255-ФЗ). Как оформить отпуск и пособие по беременности и родам – в рекомендации.	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	Пособие по больничным листам по уходу за больным ребенком облагается НДФЛ в общем порядке. ФСС оплачивает пособие в полном объеме с первого дня болезни ребенка. НДФЛ удерживает ФСС при фактической выплате такого пособия как налоговый агент (подп. 1 п. 1 ст. 223 НК, п. 1, 4 ст. 226 НК).	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	С больничных по уходу за ребенком-инвалидом платят НДФЛ по общим правилам. Налог самостоятельно начисляет и удерживает ФСС. Налог будет перечислен в бюджет не позднее последнего числа месяца, в котором была выплата (п. 1 ст. 217, подп. 1 п. 1 ст. 223, п. 1 ст. 224 НК, п. 1, 4, абз. 2 п. 6 ст. 226 НК).	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	Дополнительные выходные дни по уходу за ребенком-инвалидом не относятся к больничному пособию и не облагаются НДФЛ (п. 78 ст. 217 НК, письмо Минфина от 16.12.2019 № 03-04-05/98044).	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	Облагается ли НДФЛ и страховыми взносами оплата дополнительных выходных дней по уходу за ребенком-инвалидом – в рекомендации.	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	В течение 30 дней после увольнения сотрудник может принести бывшему работодателю больничный лист. Выплаты по больничному листу после увольнения облагают НДФЛ в общем порядке. Причина увольнения не имеет значения (п. 2 ст. 5 Закона от 29.12.2006 № 255-ФЗ).	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	Со всей суммы больничного пособия удерживают НДФЛ по ставке 13 процентов при фактической выплате. За первые три дня болезни выплачивает пособие и удерживает НДФЛ работодатель, начиная с четвертого – ФСС (п. 1 ст. 217, подп. 1 п. 1 ст. 223, п. 1 ст. 224, п. 1, 4 ст. 226 НК). Срок уплаты НДФЛ с больничного при увольнении сотрудника – не позднее последнего числа месяца, в котором выплачено пособие по временной нетрудоспособности. Особенностей при перечислении налога в связи с увольнением сотрудника нет (п. 6 ст. 226 НК, письмо Минфина от 11.06.2019 № 21-08-11/42596). Днем получения дохода бывшего сотрудника будет день выплаты больничного (подп. 1 п. 1 ст. 223, п. 1, 4 ст. 226 НК).	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	Пособия по переходящему больничному листу облагаются НДФЛ в общем порядке по ставке 13 процентов (п. 1 ст. 217, п. 1 ст. 224 НК). По больничному, переходящему с одного календарного года на другой, пособие рассчитывают исходя из среднего заработка сотрудника за два календарных года, предшествующих году начала временной нетрудоспособности. То есть году, в котором открыт больничный лист (п. 1 ст. 14 Закона от 29.12.2006 № 255-ФЗ).	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	Датой фактического получения дохода в виде пособия по временной нетрудоспособности является день выплаты пособия (подп. 1 п. 1 ст. 223 НК). На эту дату ФСС исчислит НДФЛ по переходящему больничному. Налог удержат при фактической выплате пособия, а перечислят в бюджет – не позднее последнего числа месяца, в котором оно выплачено сотруднику (п. 3, 4, 6 ст. 226 НК). Порядок отражения в 6-НДФЛ переходящего больничного у работодателя – в рекомендации.	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	ФСС выплачивает больничный на карантине самостоятельно. Работодатель не признается налоговым агентом по НДФЛ, так как не является источником выплаты дохода. Когда пособие выплачивает ФСС, именно фонд и удерживает НДФЛ с дохода. Такие выводы следуют из пункта 1 статьи 226 НК.	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	НДФЛ по больничному сотрудникам старше 65 лет не исчисляйте и не удерживайте, если пособие назначил и выплатил ФСС напрямую за свой счет на основании листка нетрудоспособности. Такие листки фонд оформлял дистанционно (ч. 3 ст. 3 Закона от 29.12.2006 № 255-ФЗ, п. 1, 9, 10 Временных правил, утв. постановлением Правительства от 01.04.2020 № 402). Налоговым агентом будет ФСС, он же и удержит налог при выплате больничного пособия. Отражать НДФЛ, который исчислил и уплатил ФСС, в Справке о доходах и суммах налога физического лица и расчете 6-НДФЛ не нужно.	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	После смерти сотрудника обязанность налогового агента по уплате НДФЛ прекращается (подп. 3 п. 3 ст. 44 НК). Больничное пособие умершего родственника, которое получает гражданин в порядке наследования, не облагают НДФЛ (п. 18 ст. 217 НК, письмо Минфина от 17.09.2018 № 03-04-05/66356).	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	При заболевании сотрудника фонд начисляет пособие начиная с четвертого дня болезни. Первые три дня нетрудоспособности работодатель оплачивает за счет собственных средств (ст. 6 Закона от 29.12.2020 № 478-ФЗ, п. 8 положения, утв. постановлением Правительства от 30.12.2020 № 2375).	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	Пособие по временной нетрудоспособности, выплачиваемое как за счет работодателя, так и за счет ФСС, облагается НДФЛ по ставке 13 процентов (п. 1 ст. 217, п. 1 ст. 224 НК). НДФЛ со своей части пособия ФСС удержит самостоятельно, так как будет являться налоговым агентом (п. 1 ст. 226 НК).	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	День выплаты пособия сотруднику является днем или датой фактического получения дохода (подп. 1 п. 1 ст. 223 НК). НДФЛ удерживают в день выплаты больничного пособия (п. 4 ст. 226 НК, ч. 1 ст. 15 Закона от 29.12.2006 № 255-ФЗ). В какой срок налоговому агенту перечислить НДФЛ в бюджет – в рекомендации.	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16121	Срок перечисления НДФЛ с больничных – не позднее последнего числа месяца, в котором выплатили пособие (п. 6 ст. 226 НК). Например, если пособие выплатили в мае, то срок уплаты НДФЛ – не позднее 31 мая. Если срок уплаты НДФЛ выпадает на выходной, нерабочий или нерабочий праздничный день, перечислить налог нужно не позднее первого рабочего дня (п. 7 ст. 6.1 НК).	Пособие по больничному листу, который не успели выплатить умершему сотруднику, получает его наследник (п. 1 ст. 1183 ГК, ч. 5 ст. 15 Закона от 29.12.2006 № 255-ФЗ, письмо Минтруда от 23.06.2015 № 17-3/В-307). В данной ситуации с суммы больничного НДФЛ не начисляют и не удерживают.	86	284813
16155	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947
16155	Унифицированный бланк описи не предусмотрен для ситуаций, когда страхователь направляет в фонд: уведомление о прекращении права застрахованного лица на получение ежемесячного пособия по уходу за ребенком; документы для возмещения расходов на оплату дополнительных оплачиваемых выходных дней для ухода за детьми-инвалидами; документы для возмещения пособия на погребение.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947
16155	Однако в названных ситуациях вы можете оформить сопроводительное письмо. Этот документ поможет зафиксировать факт передачи документов, их состав и количество.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947
16155	В описи укажите фамилию, имя, отчество (при наличии) и СНИЛС заявителя. Впишите код, который поясняет, за какой выплатой обратился человек: «1» – пособие по временной нетрудоспособности; «2» – пособие по беременности и родам; «3» – единовременное пособие женщинам, вставшим на учет в медицинских организациях в ранние сроки беременности; «4» – единовременное пособие при рождении ребенка; «5» – ежемесячное пособие по уходу за ребенком; «6» – пособие по временной нетрудоспособности в связи с несчастным случаем на производстве и профессиональным заболеванием; «9» – отпуск застрахованного лица (сверх ежегодного оплачиваемого отпуска, установленного законодательством Российской Федерации) на весь период лечения и проезда к месту лечения и обратно.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947
16155	Напишите краткое наименование документов (сведений), которые прилагаете к описи. Например, сведения о застрахованном лице, справка о заработке с предыдущих мест работы. Укажите количество листов документов, которые прилагаете к описи. Оформите два экземпляра описи. Один вы оставите в фонде, второй с отметкой фонда – у себя.	Опись оформляют страхователи, которые передают документы в фонд в бумажном виде. Передавать в фонд документы на бумаге могут страхователи, у которых среднесписочная численность физлиц, которым начисляли выплаты, за предшествующий расчетный период составила 25 человек и менее. Опись подают в фонд только в бумажном виде.	86	328947
16167	Порядок выплаты больничного пособия зависит от того, является сотрудник внутренним или внешним совместителем.	Порядок выплаты больничного пособия зависит от того, является сотрудник внутренним или внешним совместителем.	86	311063
16167	Больничное пособие внутреннему совместителю оформляют в том же порядке, что и обычным сотрудникам. Рассчитывают его с учетом всех вознаграждений, начисленных в организации, то есть зарплаты по основному месту работы и по совместительству (ч. 2 ст. 14 Закона от 29.12.2006 № 255-ФЗ, п. 2 положения, утв. постановлением Правительства от 15.06.2007 № 375). Общую сумму пособия рассчитывают исходя из среднего дневного заработка с учетом всех выплат. Внутреннему совместителю выплачивают одно пособие на основании одного больничного листка.	Порядок выплаты больничного пособия зависит от того, является сотрудник внутренним или внешним совместителем.	86	311063
16167	Для внешних совместителей предусмотрен особый порядок выплаты пособия. Как оформить больничный и какой заработок учесть при расчете пособия внешнему совместителю – в справочнике. Он будет разным в следующих ситуациях. Сотрудник на момент наступления страхового случая: 1) трудится у тех же работодателей, что и в двух предшествующих годах; 2) трудится у нескольких работодателей, а в двух предшествующих годах работал у других; 3) трудится у нескольких работодателей, а в двух предшествующих годах трудился и у тех же, и у других работодателей.	Порядок выплаты больничного пособия зависит от того, является сотрудник внутренним или внешним совместителем.	86	311063
16167	Если внешний совместитель трудится у тех же работодателей, что и два предшествующих календарных года, то пособие он может оформить по всем местам работы. Количество мест работы значения не имеет. Такие выводы следуют из части 2 статьи 13 Закона от 29.12.2006 № 255-ФЗ, писем ФСС от 14.11.2013 № 15-03-14/12-13959, от 08.07.2011 № 14-02-01/15-6179Л. Порядок выдачи больничного листа зависит от того, какой больничный будет выдан: бумажный или электронный.	Порядок выплаты больничного пособия зависит от того, является сотрудник внутренним или внешним совместителем.	86	311063
16167	Электронный больничный формируется всегда только один для представления его номера по месту работы, если работник трудится: у тех же работодателей, что и в двух предшествующих годах – по каждому месту работы; у нескольких работодателей, а в двух предшествующих годах работал у других – тому работодателю, у которого сотрудник намерен оформить пособие; у нескольких работодателей, а в двух предшествующих годах трудился и у тех же, и у других работодателей – по каждому месту работы или тому работодателю, у которого сотрудник намерен оформить пособие.	Порядок выплаты больничного пособия зависит от того, является сотрудник внутренним или внешним совместителем.	86	311063
16167	В электронный больничный сведения о месте работы физлица и типе его занятости медорганизация не вносит. Это следует из пункта 65 Порядка, утвержденного приказом Минздрава от 01.09.2020 № 925н	Порядок выплаты больничного пособия зависит от того, является сотрудник внутренним или внешним совместителем.	86	311063
